CardCode,AccNum,FeeNum,MonDeal,DealerNum,DealTime,StaNum,OptNum,RecFlag,DealPeriodNo
578,10172,101,1792.74,0,2018-10-29 11:24:54.080,1,1001,1,-1
421,10319,101,1803.88,0,2018-10-29 11:24:54.110,1,1001,1,-1
384,10477,101,1805.98,0,2018-10-29 11:24:54.147,1,1001,1,-1
351,10351,101,1809,0,2018-10-29 11:24:54.173,1,1001,1,-1
131,10174,101,1812.5,0,2018-10-29 11:24:54.197,1,1001,1,-1
650,10441,101,1814.4,0,2018-10-29 11:24:54.223,1,1001,1,-1
370,10358,101,1817.1,0,2018-10-29 11:24:54.247,1,1001,1,-1
553,10179,101,1819.3,0,2018-10-29 11:24:54.287,1,1001,1,-1
431,10396,101,1820.5,0,2018-10-29 11:24:54.310,1,1001,1,-1
201,10150,101,1823,0,2018-10-29 11:24:54.333,1,1001,1,-1
383,10302,101,1830,0,2018-10-29 11:24:54.357,1,1001,1,-1
572,10191,101,1832.26,0,2018-10-29 11:24:54.380,1,1001,1,-1
290,10110,101,1839.14,0,2018-10-29 11:24:54.403,1,1001,1,-1
659,10277,101,1839.55,0,2018-10-29 11:24:54.430,1,1001,1,-1
780,10157,101,1844.98,0,2018-10-29 11:24:54.460,1,1001,1,-1
218,10125,101,1856.4,0,2018-10-29 11:24:54.493,1,1001,1,-1
286,10113,101,1866.7,0,2018-10-29 11:24:54.527,1,1001,1,-1
237,10096,101,1866.9,0,2018-10-29 11:24:54.557,1,1001,1,-1
538,10538,101,1871.49,0,2018-10-29 11:24:54.587,1,1001,1,-1
125,10166,101,1874,0,2018-10-29 11:24:54.613,1,1001,1,-1
709,10379,101,1879.52,0,2018-10-29 11:24:54.633,1,1001,1,-1
611,10498,101,1880,0,2018-10-29 11:24:54.717,1,1001,1,-1
76,10078,101,1886.7,0,2018-10-29 11:24:54.787,1,1001,1,-1
160,10009,101,1907,0,2018-10-29 11:24:54.863,1,1001,1,-1
79,10047,101,1928.8,0,2018-10-29 11:24:54.893,1,1001,1,-1
288,10109,101,1937.42,0,2018-10-29 11:24:54.940,1,1001,1,-1
544,10001,101,1949.94,0,2018-10-29 11:24:54.970,1,1001,1,-1
469,10504,101,1950,0,2018-10-29 11:24:55.000,1,1001,1,-1
272,10140,101,1960.3,0,2018-10-29 11:24:55.030,1,1001,1,-1
673,10192,101,1963,0,2018-10-29 11:24:55.060,1,1001,1,-1
360,10345,101,1971.14,0,2018-10-29 11:24:55.087,1,1001,1,-1
512,10202,101,1981.05,0,2018-10-29 11:24:55.110,1,1001,1,-1
693,10118,101,1993.3,0,2018-10-29 11:24:55.140,1,1001,1,-1
504,10308,101,1997,0,2018-10-29 11:24:55.170,1,1001,1,-1
232,10101,101,2004.43,0,2018-10-29 11:24:55.203,1,1001,1,-1
678,10032,101,2013.95,0,2018-10-29 11:24:55.230,1,1001,1,-1
245,10106,101,2029.22,0,2018-10-29 11:24:55.257,1,1001,1,-1
70,10076,101,2031.54,0,2018-10-29 11:24:55.280,1,1001,1,-1
699,10098,101,2040.5,0,2018-10-29 11:24:55.313,1,1001,1,-1
119,10276,101,2042.98,0,2018-10-29 11:24:55.340,1,1001,1,-1
429,10352,101,2057.65,0,2018-10-29 11:24:55.363,1,1001,1,-1
250,10161,101,2058.5,0,2018-10-29 11:24:55.390,1,1001,1,-1
69,10073,101,2061.44,0,2018-10-29 11:24:55.413,1,1001,1,-1
496,10332,101,2083.4,0,2018-10-29 11:24:55.453,1,1001,1,-1
374,10340,101,2089.8,0,2018-10-29 11:24:55.483,1,1001,1,-1
696,10092,101,2104.2,0,2018-10-29 11:24:55.520,1,1001,1,-1
468,10501,101,2106.8,0,2018-10-29 11:24:55.550,1,1001,1,-1
255,10127,101,2115,0,2018-10-29 11:24:55.583,1,1001,1,-1
519,10204,101,2115.29,0,2018-10-29 11:24:55.620,1,1001,1,-1
368,10342,101,2115.75,0,2018-10-29 11:24:55.653,1,1001,1,-1
381,10433,101,2119,0,2018-10-29 11:24:55.687,1,1001,1,-1
273,10159,101,2121.31,0,2018-10-29 11:24:55.720,1,1001,1,-1
251,10104,101,2137.1,0,2018-10-29 11:24:55.750,1,1001,1,-1
81,10048,101,2139.6,0,2018-10-29 11:24:55.777,1,1001,1,-1
53,10522,101,2144.7,0,2018-10-29 11:24:55.820,1,1001,1,-1
133,10164,101,2146.8,0,2018-10-29 11:24:55.840,1,1001,1,-1
453,10350,101,2150.15,0,2018-10-29 11:24:55.863,1,1001,1,-1
447,10374,101,2160,0,2018-10-29 11:24:55.897,1,1001,1,-1
528,10542,101,2170.9,0,2018-10-29 11:24:55.933,1,1001,1,-1
228,10154,101,2172,0,2018-10-29 11:24:55.957,1,1001,1,-1
301,10139,101,2173.42,0,2018-10-29 11:24:55.987,1,1001,1,-1
51,10521,101,2189.7,0,2018-10-29 11:24:56.027,1,1001,1,-1
586,10057,101,2211.5,0,2018-10-29 11:24:56.053,1,1001,1,-1
253,10105,101,2212.3,0,2018-10-29 11:24:56.077,1,1001,1,-1
625,10490,101,2224,0,2018-10-29 11:24:56.100,1,1001,1,-1
514,10205,101,2230.9,0,2018-10-29 11:24:56.127,1,1001,1,-1
501,10467,101,2240,0,2018-10-29 11:24:56.153,1,1001,1,-1
631,10382,101,2252.4,0,2018-10-29 11:24:56.177,1,1001,1,-1
205,10136,101,2252.82,0,2018-10-29 11:24:56.203,1,1001,1,-1
435,10376,101,2253.3,0,2018-10-29 11:24:56.223,1,1001,1,-1
144,10114,101,2260.48,0,2018-10-29 11:24:56.250,1,1001,1,-1
38,10197,101,2263.5,0,2018-10-29 11:24:56.273,1,1001,1,-1
705,10346,101,2266.8,0,2018-10-29 11:24:56.297,1,1001,1,-1
336,10388,101,2268.35,0,2018-10-29 11:24:56.323,1,1001,1,-1
406,10489,101,2276.01,0,2018-10-29 11:24:56.360,1,1001,1,-1
642,10463,101,2281,0,2018-10-29 11:24:56.390,1,1001,1,-1
666,10298,101,2284.38,0,2018-10-29 11:24:56.417,1,1001,1,-1
441,10499,101,2299,0,2018-10-29 11:24:56.443,1,1001,1,-1
147,10292,101,2312,0,2018-10-29 11:24:56.467,1,1001,1,-1
46,10514,101,2313.66,0,2018-10-29 11:24:56.490,1,1001,1,-1
434,10395,101,2334.7,0,2018-10-29 11:24:56.513,1,1001,1,-1
349,10481,101,2351.19,0,2018-10-29 11:24:56.537,1,1001,1,-1
532,10560,101,2355.1,0,2018-10-29 11:24:56.560,1,1001,1,-1
584,10068,101,2362.6,0,2018-10-29 11:24:56.587,1,1001,1,-1
714,10399,101,2367.26,0,2018-10-29 11:24:56.610,1,1001,1,-1
691,10148,101,2368.24,0,2018-10-29 11:24:56.633,1,1001,1,-1
671,10046,101,2389,0,2018-10-29 11:24:56.657,1,1001,1,-1
91,10049,101,2403.02,0,2018-10-29 11:24:56.680,1,1001,1,-1
335,10392,101,2405.5,0,2018-10-29 11:24:56.703,1,1001,1,-1
276,10119,101,2423.49,0,2018-10-29 11:24:56.727,1,1001,1,-1
724,10316,101,2449.6,0,2018-10-29 11:24:56.750,1,1001,1,-1
104,10178,101,2454,0,2018-10-29 11:24:56.773,1,1001,1,-1
450,10378,101,2494.9,0,2018-10-29 11:24:56.797,1,1001,1,-1
660,10274,101,2502.2,0,2018-10-29 11:24:56.820,1,1001,1,-1
591,10479,101,2509,0,2018-10-29 11:24:56.843,1,1001,1,-1
62,10176,101,2509.3,0,2018-10-29 11:24:56.870,1,1001,1,-1
340,10474,101,2509.5,0,2018-10-29 11:24:56.897,1,1001,1,-1
664,10201,101,2510.78,0,2018-10-29 11:24:56.920,1,1001,1,-1
720,10400,101,2515.75,0,2018-10-29 11:24:56.947,1,1001,1,-1
222,10093,101,2518.9,0,2018-10-29 11:24:56.973,1,1001,1,-1
293,10151,101,2523.95,0,2018-10-29 11:24:57.007,1,1001,1,-1
161,10015,101,2528.91,0,2018-10-29 11:24:57.030,1,1001,1,-1
217,10100,101,2533.17,0,2018-10-29 11:24:57.053,1,1001,1,-1
14,10216,101,2563.93,0,2018-10-29 11:24:57.080,1,1001,1,-1
491,10511,101,2598.43,0,2018-10-29 11:24:57.103,1,1001,1,-1
540,10532,101,2608.4,0,2018-10-29 11:24:57.127,1,1001,1,-1
241,10090,101,2615.6,0,2018-10-29 11:24:57.150,1,1001,1,-1
443,10371,101,2630.4,0,2018-10-29 11:24:57.173,1,1001,1,-1
248,10107,101,2658.88,0,2018-10-29 11:24:57.200,1,1001,1,-1
350,10486,101,2700,0,2018-10-29 11:24:57.220,1,1001,1,-1
674,10018,101,2730.7,0,2018-10-29 11:24:57.247,1,1001,1,-1
721,10404,101,2735.96,0,2018-10-29 11:24:57.273,1,1001,1,-1
579,10284,101,2736.9,0,2018-10-29 11:24:57.300,1,1001,1,-1
463,10389,101,2739.88,0,2018-10-29 11:24:57.323,1,1001,1,-1
529,10535,101,2741.5,0,2018-10-29 11:24:57.350,1,1001,1,-1
142,10287,101,2743.06,0,2018-10-29 11:24:57.373,1,1001,1,-1
178,10236,101,2754.13,0,2018-10-29 11:24:57.407,1,1001,1,-1
124,10188,101,2756.8,0,2018-10-29 11:24:57.440,1,1001,1,-1
138,10285,101,2770,0,2018-10-29 11:24:57.470,1,1001,1,-1
711,10309,101,2798.87,0,2018-10-29 11:24:57.503,1,1001,1,-1
657,10083,101,2803.42,0,2018-10-29 11:24:57.543,1,1001,1,-1
186,10030,101,2828.43,0,2018-10-29 11:24:57.570,1,1001,1,-1
93,10051,101,2851.76,0,2018-10-29 11:24:57.600,1,1001,1,-1
506,10468,101,2876.35,0,2018-10-29 11:24:57.630,1,1001,1,-1
87,10044,101,2877.35,0,2018-10-29 11:24:57.663,1,1001,1,-1
771,10209,101,2918.08,0,2018-10-29 11:24:57.700,1,1001,1,-1
445,10306,101,2931.68,0,2018-10-29 11:24:57.730,1,1001,1,-1
36,10194,101,2956.5,0,2018-10-29 11:24:57.763,1,1001,1,-1
285,10115,101,2967.45,0,2018-10-29 11:24:57.797,1,1001,1,-1
748,10060,101,2972.63,0,2018-10-29 11:24:57.830,1,1001,1,-1
280,10112,101,2984.5,0,2018-10-29 11:24:57.863,1,1001,1,-1
546,10537,101,3009.12,0,2018-10-29 11:24:57.897,1,1001,1,-1
510,10206,101,3018.25,0,2018-10-29 11:24:57.930,1,1001,1,-1
507,10469,101,3033,0,2018-10-29 11:24:57.963,1,1001,1,-1
111,10280,101,3076.7,0,2018-10-29 11:24:57.997,1,1001,1,-1
49,10513,101,3082.8,0,2018-10-29 11:24:58.030,1,1001,1,-1
701,10330,101,3086.26,0,2018-10-29 11:24:58.070,1,1001,1,-1
225,10095,101,3124.4,0,2018-10-29 11:24:58.093,1,1001,1,-1
170,10013,101,3131.53,0,2018-10-29 11:24:58.120,1,1001,1,-1
200,10142,101,3154.92,0,2018-10-29 11:24:58.160,1,1001,1,-1
524,10198,101,3173.37,0,2018-10-29 11:24:58.187,1,1001,1,-1
112,10275,101,3180.6,0,2018-10-29 11:24:58.213,1,1001,1,-1
78,10050,101,3275.1,0,2018-10-29 11:24:58.237,1,1001,1,-1
329,10403,101,3297.7,0,2018-10-29 11:24:58.260,1,1001,1,-1
439,10377,101,3314.3,0,2018-10-29 11:24:58.290,1,1001,1,-1
116,10283,101,3314.6,0,2018-10-29 11:24:58.313,1,1001,1,-1
311,10405,101,3321.23,0,2018-10-29 11:24:58.343,1,1001,1,-1
766,10429,101,3351.8,0,2018-10-29 11:24:58.367,1,1001,1,-1
31,10037,101,3402.21,0,2018-10-29 11:24:58.390,1,1001,1,-1
419,10370,101,3405.7,0,2018-10-29 11:24:58.413,1,1001,1,-1
515,10200,101,3407.02,0,2018-10-29 11:24:58.440,1,1001,1,-1
190,10028,101,3431.56,0,2018-10-29 11:24:58.467,1,1001,1,-1
110,10297,101,3503.95,0,2018-10-29 11:24:58.487,1,1001,1,-1
114,10282,101,3528.1,0,2018-10-29 11:24:58.510,1,1001,1,-1
333,10391,101,3547.26,0,2018-10-29 11:24:58.533,1,1001,1,-1
559,10520,101,3576.11,0,2018-10-29 11:24:58.553,1,1001,1,-1
676,10062,101,3593.8,0,2018-10-29 11:24:58.577,1,1001,1,-1
458,10324,101,3690.4,0,2018-10-29 11:24:58.600,1,1001,1,-1
129,10173,101,3721.24,0,2018-10-29 11:24:58.620,1,1001,1,-1
520,10193,101,3779.8,0,2018-10-29 11:24:58.643,1,1001,1,-1
461,10390,101,3861,0,2018-10-29 11:24:58.667,1,1001,1,-1
339,10312,101,3896.06,0,2018-10-29 11:24:58.690,1,1001,1,-1
239,10086,101,3908.2,0,2018-10-29 11:24:58.720,1,1001,1,-1
155,10020,101,3955.76,0,2018-10-29 11:24:58.747,1,1001,1,-1
494,10299,101,3966.2,0,2018-10-29 11:24:58.777,1,1001,1,-1
765,10011,101,3980.95,0,2018-10-29 11:24:58.800,1,1001,1,-1
763,10061,101,3987.69,0,2018-10-29 11:24:58.820,1,1001,1,-1
66,10534,101,3999,0,2018-10-29 11:24:58.843,1,1001,1,-1
60,10519,101,4258.8,0,2018-10-29 11:24:58.863,1,1001,1,-1
517,10203,101,4267.8,0,2018-10-29 11:24:58.887,1,1001,1,-1
109,10054,101,4692.77,0,2018-10-29 11:24:58.910,1,1001,1,-1
638,10310,101,4779.08,0,2018-10-29 11:24:58.937,1,1001,1,-1
508,10089,101,4789.14,0,2018-10-29 11:24:58.960,1,1001,1,-1
292,10088,101,5223.21,0,2018-10-29 11:24:58.980,1,1001,1,-1
769,10210,101,5409.3,0,2018-10-29 11:24:59.003,1,1001,1,-1
554,10053,101,5490.5,0,2018-10-29 11:24:59.027,1,1001,1,-1
611,10498,47,-1880,0,2018-10-29 11:25:48.453,1,1001,1,-1
441,10499,47,-2299,0,2018-10-29 11:25:48.470,1,1001,1,-1
606,10500,47,-1698.54,0,2018-10-29 11:25:48.480,1,1001,1,-1
468,10501,47,-2106.8,0,2018-10-29 11:25:48.487,1,1001,1,-1
316,10503,47,-1556.34,0,2018-10-29 11:25:48.493,1,1001,1,-1
469,10504,47,-1950,0,2018-10-29 11:25:48.500,1,1001,1,-1
39,10058,47,-1514,0,2018-10-29 11:25:48.510,1,1001,1,-1
653,10507,47,-370,0,2018-10-29 11:25:48.517,1,1001,1,-1
389,10509,47,-841.89,0,2018-10-29 11:25:48.533,1,1001,1,-1
451,10510,47,-1017,0,2018-10-29 11:25:48.540,1,1001,1,-1
554,10053,47,-5490.5,0,2018-10-29 11:25:54.897,1,1001,1,-1
109,10054,47,-4692.77,0,2018-10-29 11:25:54.923,1,1001,1,-1
588,10055,47,-624.68,0,2018-10-29 11:25:54.967,1,1001,1,-1
491,10511,47,-2598.43,0,2018-10-29 11:25:55.013,1,1001,1,-1
107,10056,47,-1139.05,0,2018-10-29 11:25:55.060,1,1001,1,-1
586,10057,47,-2211.5,0,2018-10-29 11:25:55.070,1,1001,1,-1
760,10059,47,-255,0,2018-10-29 11:25:55.080,1,1001,1,-1
748,10060,47,-2972.63,0,2018-10-29 11:25:55.090,1,1001,1,-1
763,10061,47,-3987.69,0,2018-10-29 11:25:55.103,1,1001,1,-1
750,10064,47,-1429,0,2018-10-29 11:25:55.120,1,1001,1,-1
172,10005,47,-802.35,0,2018-10-29 11:25:55.133,1,1001,1,-1
168,10007,47,-1467.72,0,2018-10-29 11:25:55.143,1,1001,1,-1
776,10008,47,-1532.46,0,2018-10-29 11:25:55.150,1,1001,1,-1
160,10009,47,-1907,0,2018-10-29 11:25:55.160,1,1001,1,-1
765,10011,47,-2795.2,0,2018-10-29 11:25:55.167,1,1001,1,-1
170,10013,47,-3131.53,0,2018-10-29 11:25:55.177,1,1001,1,-1
158,10014,47,-1025.18,0,2018-10-29 11:25:55.183,1,1001,1,-1
161,10015,47,-2528.91,0,2018-10-29 11:25:55.190,1,1001,1,-1
156,10016,47,-1419.13,0,2018-10-29 11:25:55.200,1,1001,1,-1
165,10017,47,-1136.04,0,2018-10-29 11:25:55.210,1,1001,1,-1
674,10018,47,-2730.7,0,2018-10-29 11:25:55.217,1,1001,1,-1
571,10019,47,-717.67,0,2018-10-29 11:25:55.223,1,1001,1,-1
155,10020,47,-3955.76,0,2018-10-29 11:25:55.233,1,1001,1,-1
568,10022,47,-1434.38,0,2018-10-29 11:25:55.240,1,1001,1,-1
171,10023,47,-1655.24,0,2018-10-29 11:25:55.250,1,1001,1,-1
579,10284,47,-2736.9,0,2018-10-29 11:25:55.260,1,1001,1,-1
138,10285,47,-2770,0,2018-10-29 11:25:55.263,1,1001,1,-1
140,10286,47,-553.49,0,2018-10-29 11:25:55.273,1,1001,1,-1
148,10288,47,-1423.04,0,2018-10-29 11:25:55.283,1,1001,1,-1
135,10163,47,-622.64,0,2018-10-29 11:25:55.290,1,1001,1,-1
145,10289,47,-1668.65,0,2018-10-29 11:25:55.300,1,1001,1,-1
133,10164,47,-2146.8,0,2018-10-29 11:25:55.307,1,1001,1,-1
569,10165,47,-1320.4,0,2018-10-29 11:25:55.310,1,1001,1,-1
125,10166,47,-1874,0,2018-10-29 11:25:55.317,1,1001,1,-1
126,10168,47,-1162,0,2018-10-29 11:25:55.320,1,1001,1,-1
130,10169,47,-506.4,0,2018-10-29 11:25:55.327,1,1001,1,-1
581,10291,47,-1319.19,0,2018-10-29 11:25:55.333,1,1001,1,-1
147,10292,47,-2312,0,2018-10-29 11:25:55.337,1,1001,1,-1
110,10297,47,-3503.95,0,2018-10-29 11:25:55.347,1,1001,1,-1
660,10274,47,-2502.2,0,2018-10-29 11:25:55.350,1,1001,1,-1
112,10275,47,-3180.6,0,2018-10-29 11:25:55.357,1,1001,1,-1
119,10276,47,-2042.98,0,2018-10-29 11:25:55.360,1,1001,1,-1
659,10277,47,-1839.55,0,2018-10-29 11:25:55.367,1,1001,1,-1
658,10278,47,-1468.7,0,2018-10-29 11:25:55.373,1,1001,1,-1
105,10052,47,-644.72,0,2018-10-29 11:25:55.380,1,1001,1,-1
114,10282,47,-3528.1,0,2018-10-29 11:25:55.383,1,1001,1,-1
116,10283,47,-3314.6,0,2018-10-29 11:25:55.390,1,1001,1,-1
49,10513,47,-3082.8,0,2018-10-29 11:25:55.397,1,1001,1,-1
46,10514,47,-2313.66,0,2018-10-29 11:25:55.410,1,1001,1,-1
42,10515,47,-726.96,0,2018-10-29 11:25:55.417,1,1001,1,-1
43,10517,47,-528.46,0,2018-10-29 11:25:55.420,1,1001,1,-1
54,10518,47,-781.32,0,2018-10-29 11:25:55.427,1,1001,1,-1
60,10519,47,-4258.8,0,2018-10-29 11:25:55.430,1,1001,1,-1
559,10520,47,-3576.11,0,2018-10-29 11:25:55.437,1,1001,1,-1
51,10521,47,-2189.7,0,2018-10-29 11:25:55.440,1,1001,1,-1
53,10522,47,-2144.7,0,2018-10-29 11:25:55.450,1,1001,1,-1
557,10524,47,-1422.1,0,2018-10-29 11:25:55.453,1,1001,1,-1
40,10526,47,-1744.3,0,2018-10-29 11:25:55.460,1,1001,1,-1
56,10527,47,-1573,0,2018-10-29 11:25:55.463,1,1001,1,-1
555,10530,47,-1415.86,0,2018-10-29 11:25:55.470,1,1001,1,-1
58,10531,47,-1714.5,0,2018-10-29 11:25:55.473,1,1001,1,-1
564,10170,47,-1478.3,0,2018-10-29 11:25:55.480,1,1001,1,-1
525,10024,47,-1279.12,0,2018-10-29 11:25:55.487,1,1001,1,-1
566,10171,47,-1169.47,0,2018-10-29 11:25:55.493,1,1001,1,-1
578,10172,47,-1792.74,0,2018-10-29 11:25:55.497,1,1001,1,-1
71,10070,47,-1588.44,0,2018-10-29 11:25:55.503,1,1001,1,-1
73,10072,47,-1724.86,0,2018-10-29 11:25:55.510,1,1001,1,-1
69,10073,47,-2061.44,0,2018-10-29 11:25:55.533,1,1001,1,-1
383,10302,47,-1830,0,2018-10-29 11:25:55.543,1,1001,1,-1
68,10074,47,-1578.15,0,2018-10-29 11:25:55.550,1,1001,1,-1
67,10075,47,-1153.12,0,2018-10-29 11:25:55.557,1,1001,1,-1
278,10085,47,-952.3,0,2018-10-29 11:25:55.567,1,1001,1,-1
70,10076,47,-2031.54,0,2018-10-29 11:25:55.570,1,1001,1,-1
74,10077,47,-1538.25,0,2018-10-29 11:25:55.577,1,1001,1,-1
76,10078,47,-1886.7,0,2018-10-29 11:25:55.583,1,1001,1,-1
573,10181,47,-1439.9,0,2018-10-29 11:25:55.587,1,1001,1,-1
123,10184,47,-1481.81,0,2018-10-29 11:25:55.593,1,1001,1,-1
575,10185,47,-1152.75,0,2018-10-29 11:25:55.600,1,1001,1,-1
577,10187,47,-658.63,0,2018-10-29 11:25:55.603,1,1001,1,-1
124,10188,47,-2756.8,0,2018-10-29 11:25:55.610,1,1001,1,-1
673,10192,47,-1963,0,2018-10-29 11:25:55.613,1,1001,1,-1
666,10298,47,-2284.38,0,2018-10-29 11:25:55.620,1,1001,1,-1
101,10080,47,-263.12,0,2018-10-29 11:25:55.623,1,1001,1,-1
111,10280,47,-3076.7,0,2018-10-29 11:25:55.627,1,1001,1,-1
668,10296,47,-1035.6,0,2018-10-29 11:25:55.630,1,1001,1,-1
95,10082,47,-1689.7,0,2018-10-29 11:25:55.637,1,1001,1,-1
657,10083,47,-2803.42,0,2018-10-29 11:25:55.670,1,1001,1,-1
196,10025,47,-1292.79,0,2018-10-29 11:25:55.673,1,1001,1,-1
34,10026,47,-1239,0,2018-10-29 11:25:55.680,1,1001,1,-1
314,10027,47,-1608.98,0,2018-10-29 11:25:55.683,1,1001,1,-1
190,10028,47,-3431.56,0,2018-10-29 11:25:55.690,1,1001,1,-1
194,10029,47,-1003.9,0,2018-10-29 11:25:55.693,1,1001,1,-1
186,10030,47,-2828.43,0,2018-10-29 11:25:55.697,1,1001,1,-1
128,10031,47,-1312.2,0,2018-10-29 11:25:55.700,1,1001,1,-1
520,10193,47,-3779.8,0,2018-10-29 11:25:55.703,1,1001,1,-1
678,10032,47,-2013.95,0,2018-10-29 11:25:55.710,1,1001,1,-1
29,10033,47,-1312.11,0,2018-10-29 11:25:55.713,1,1001,1,-1
774,10034,47,-849.5,0,2018-10-29 11:25:55.720,1,1001,1,-1
198,10035,47,-830.2,0,2018-10-29 11:25:55.723,1,1001,1,-1
197,10036,47,-1459.5,0,2018-10-29 11:25:55.730,1,1001,1,-1
295,10138,47,-1648.7,0,2018-10-29 11:26:02.777,1,1001,1,-1
257,10152,47,-1643.3,0,2018-10-29 11:26:02.783,1,1001,1,-1
279,10155,47,-1448,0,2018-10-29 11:26:02.790,1,1001,1,-1
206,10156,47,-1143.8,0,2018-10-29 11:26:02.803,1,1001,1,-1
263,10160,47,-615.66,0,2018-10-29 11:26:02.810,1,1001,1,-1
301,10139,47,-2173.42,0,2018-10-29 11:26:02.820,1,1001,1,-1
272,10140,47,-1960.3,0,2018-10-29 11:26:02.827,1,1001,1,-1
303,10141,47,-1224.11,0,2018-10-29 11:26:02.847,1,1001,1,-1
120,10190,47,-706.3,0,2018-10-29 11:26:02.860,1,1001,1,-1
200,10142,47,-3154.92,0,2018-10-29 11:26:02.880,1,1001,1,-1
199,10143,47,-612.9,0,2018-10-29 11:26:02.893,1,1001,1,-1
691,10148,47,-2368.24,0,2018-10-29 11:26:02.900,1,1001,1,-1
464,10300,47,-1717.5,0,2018-10-29 11:26:02.910,1,1001,1,-1
508,10089,47,-4789.14,0,2018-10-29 11:26:02.920,1,1001,1,-1
771,10209,47,-2918.08,0,2018-10-29 11:26:02.937,1,1001,1,-1
684,10212,47,-1050.36,0,2018-10-29 11:26:02.943,1,1001,1,-1
28,10214,47,-1325,0,2018-10-29 11:26:02.953,1,1001,1,-1
175,10215,47,-1427.6,0,2018-10-29 11:26:02.970,1,1001,1,-1
14,10216,47,-2563.93,0,2018-10-29 11:26:02.977,1,1001,1,-1
24,10217,47,-114.22,0,2018-10-29 11:26:02.983,1,1001,1,-1
19,10218,47,-674.05,0,2018-10-29 11:26:02.993,1,1001,1,-1
18,10221,47,-446.86,0,2018-10-29 11:26:03.010,1,1001,1,-1
12,10222,47,-717.8,0,2018-10-29 11:26:03.017,1,1001,1,-1
26,10223,47,-1431.62,0,2018-10-29 11:26:03.027,1,1001,1,-1
17,10225,47,-1673.37,0,2018-10-29 11:26:03.037,1,1001,1,-1
15,10226,47,-917.3,0,2018-10-29 11:26:03.050,1,1001,1,-1
773,10227,47,-1789.7,0,2018-10-29 11:26:03.060,1,1001,1,-1
16,10229,47,-1182.2,0,2018-10-29 11:26:03.067,1,1001,1,-1
687,10230,47,-574.15,0,2018-10-29 11:26:03.080,1,1001,1,-1
304,10231,47,-915.29,0,2018-10-29 11:26:03.090,1,1001,1,-1
307,10232,47,-1146.95,0,2018-10-29 11:26:03.097,1,1001,1,-1
159,10233,47,-752.79,0,2018-10-29 11:26:03.110,1,1001,1,-1
176,10234,47,-1030.5,0,2018-10-29 11:26:03.117,1,1001,1,-1
178,10236,47,-2754.13,0,2018-10-29 11:26:03.127,1,1001,1,-1
753,10252,47,-1188.6,0,2018-10-29 11:26:03.133,1,1001,1,-1
13,10253,47,-549.3,0,2018-10-29 11:26:03.140,1,1001,1,-1
10,10255,47,-1420.84,0,2018-10-29 11:26:03.153,1,1001,1,-1
174,10257,47,-1198.3,0,2018-10-29 11:26:03.167,1,1001,1,-1
420,10315,47,-1699.2,0,2018-10-29 11:26:03.177,1,1001,1,-1
181,10263,47,-754.58,0,2018-10-29 11:26:03.183,1,1001,1,-1
781,10265,47,-562.4,0,2018-10-29 11:26:03.193,1,1001,1,-1
740,10268,47,-599.1,0,2018-10-29 11:26:03.200,1,1001,1,-1
20,10269,47,-869.6,0,2018-10-29 11:26:03.210,1,1001,1,-1
755,10270,47,-529.49,0,2018-10-29 11:26:03.217,1,1001,1,-1
745,10273,47,-478.85,0,2018-10-29 11:26:03.227,1,1001,1,-1
494,10299,47,-3966.2,0,2018-10-29 11:26:03.243,1,1001,1,-1
83,10045,47,-1462.5,0,2018-10-29 11:26:03.250,1,1001,1,-1
736,10301,47,-352.48,0,2018-10-29 11:26:03.260,1,1001,1,-1
466,10304,47,-1565,0,2018-10-29 11:26:03.270,1,1001,1,-1
472,10305,47,-645.57,0,2018-10-29 11:26:03.273,1,1001,1,-1
445,10306,47,-2931.68,0,2018-10-29 11:26:03.283,1,1001,1,-1
399,10307,47,-1262,0,2018-10-29 11:26:03.300,1,1001,1,-1
504,10308,47,-1997,0,2018-10-29 11:26:03.313,1,1001,1,-1
711,10309,47,-2798.87,0,2018-10-29 11:26:03.317,1,1001,1,-1
638,10310,47,-4779.08,0,2018-10-29 11:26:03.323,1,1001,1,-1
731,10311,47,-1715.37,0,2018-10-29 11:26:03.330,1,1001,1,-1
339,10312,47,-3896.06,0,2018-10-29 11:26:03.333,1,1001,1,-1
361,10313,47,-1144.74,0,2018-10-29 11:26:03.340,1,1001,1,-1
425,10314,47,-740.61,0,2018-10-29 11:26:03.350,1,1001,1,-1
724,10316,47,-2449.6,0,2018-10-29 11:26:03.357,1,1001,1,-1
390,10317,47,-1121.55,0,2018-10-29 11:26:03.360,1,1001,1,-1
703,10318,47,-1651.25,0,2018-10-29 11:26:03.367,1,1001,1,-1
421,10319,47,-1803.88,0,2018-10-29 11:26:03.373,1,1001,1,-1
398,10320,47,-958.6,0,2018-10-29 11:26:03.380,1,1001,1,-1
427,10321,47,-620.5,0,2018-10-29 11:26:03.390,1,1001,1,-1
458,10324,47,-3690.4,0,2018-10-29 11:26:03.397,1,1001,1,-1
322,10325,47,-1380.84,0,2018-10-29 11:26:03.403,1,1001,1,-1
319,10326,47,-1040.6,0,2018-10-29 11:26:03.410,1,1001,1,-1
312,10327,47,-1677.94,0,2018-10-29 11:26:03.413,1,1001,1,-1
422,10328,47,-1331.2,0,2018-10-29 11:26:03.430,1,1001,1,-1
